tcga	n	corr	lower.ci	upper.ci	pval	color
TCGA-ACC (79)	79	0.51670386318109	0.333720568730298	0.662163062884646	1.08879513434306e-06	red
TCGA-BLCA (411)	411	0.43656975458837	0.354824375021307	0.511690808813396	1.48425192268199e-20	red
TCGA-BRCA (1097)	1097	0.187278379417552	0.12952641736394	0.243764065353235	4.07411390458202e-10	red
TCGA-CESC (304)	304	0.570749071753759	0.489697756589974	0.64202052277627	1.13174756911385e-27	red
TCGA-CHOL (36)	36	0.468118535550145	0.164951256443757	0.690465111086854	0.00398685477614648	red
TCGA-COAL (469)	469	0.346959132630038	0.264730840398543	0.424178320934082	1.03057528497435e-14	red
TCGA-DLBC (48)	48	0.513708936198801	0.268810499660499	0.696221395531204	0.000188210907867291	red
TCGA-ESCA (161)	161	0.525359489875462	0.403470621170604	0.628927735755709	8.36339159719417e-13	red
TCGA-GBM (155)	155	0.616521235133483	0.50827391263166	0.705590655775338	1.34019810756719e-17	red
TCGA-HNSC (500)	500	0.563746398676879	0.500813661063619	0.620750050534783	2.77083208951955e-43	red
TCGA-KICH (65)	65	0.493361397032768	0.283586346845327	0.658074174889883	2.97022235711097e-05	red
TCGA-KIRC (534)	534	0.624061251372511	0.569359299400705	0.673261378432736	5.54208380527142e-59	red
TCGA-KIRP (288)	288	0.59787904454104	0.518101756673463	0.667343362217755	2.65387834351737e-29	red
TCGA-LGG (511)	511	0.331397018332061	0.25189715699097	0.40645404231468	1.45544943970484e-14	red
TCGA-LIHC (371)	371	0.265528105812571	0.168260893499691	0.357674511394291	2.09569504925849e-07	red
TCGA-LUAD (524)	524	0.376252404402341	0.300272644254263	0.447487615527047	4.57140252039657e-19	red
TCGA-LUSC (501)	501	0.308226749463517	0.226746304161774	0.385422682907786	1.73490951123215e-12	red
TCGA-MESO (86)	86	0.563072080459811	0.398770510702444	0.692349375167518	1.66721341009354e-08	red
TCGA-OV (374)	374	0.338205137350149	0.245208349639988	0.425034569065356	1.84671061007724e-11	red
TCGA-PAAD (177)	177	0.672299291984677	0.582568867058735	0.745839097460115	1.24038913252107e-24	red
TCGA-PCPG (178)	178	0.606565738906704	0.504489884629936	0.691919749805354	2.88013227728368e-19	red
TCGA-PRAD (498)	498	0.280271083701607	0.197262309912308	0.359289693163413	1.92971169643566e-10	red
TCGA-READ (166)	166	0.200389451986064	0.0495813500840506	0.342263824446854	0.00963557820338074	red
TCGA-SARC (259)	259	0.489502715904799	0.39093936818985	0.576966768291378	5.18311529330782e-17	red
TCGA-SKCM (103)	103	0.553283022395202	0.402898249042416	0.67457798387898	1.35350848060947e-09	red
TCGA-STAD (375)	375	0.18754744869006	0.0879467865042673	0.283435175195837	0.000260029090386627	red
TCGA-TGCT (150)	150	0.0619353761712291	-0.0993119059313459	0.220013083797635	0.451493202437795	grey
TCGA-THCA (502)	502	0.0701254228140483	-0.0174975397974039	0.156679449574855	0.116601214733017	grey
TCGA-THYM (119)	119	-0.0725887012053525	-0.249326636307674	0.108828764519646	0.432731103018971	grey
TCGA-UCEC (547)	547	0.573251343828596	0.514124019560889	0.626956091333848	4.1974910197686e-49	red
TCGA-UCS (56)	56	0.515372670032751	0.292041328892468	0.685406302892398	4.81175515571008e-05	red
TCGA-UVM (80)	80	0.493267588527902	0.306801612939844	0.643267637615169	3.33912121827285e-06	red
Summary (9724)	9724	0.425773343643107	0.35913037034839	0.488096378273729	1.23883949941237e-29	black
