tcga	n	corr	lower.ci	upper.ci	pval	color
TCGA-ACC (79)	79	-0.0134310021105733	-0.233846940658885	0.208297989390382	0.906479811305072	grey
TCGA-BLCA (411)	411	0.241117808866271	0.147836536276047	0.330147025886555	7.55619643464688e-07	red
TCGA-BRCA (1097)	1097	0.398511389482131	0.347520642690103	0.447152130790663	4.55791242444977e-43	red
TCGA-CESC (304)	304	0.179336454413109	0.068220433033285	0.286057830682279	0.0016926712995282	red
TCGA-CHOL (36)	36	0.368195027535156	0.0451168607923154	0.621545387766645	0.0271416342469918	red
TCGA-COAL (469)	469	0.610040997488584	0.549868691208279	0.663913890667571	3.79743993303843e-49	red
TCGA-DLBC (48)	48	-0.00295961861972513	-0.286853093249213	0.28141172714009	0.984071799215004	grey
TCGA-ESCA (161)	161	0.236942841015254	0.0853977397493466	0.377772664784721	0.00247602233489683	red
TCGA-GBM (155)	155	0.0359292768932807	-0.12241232467999	0.19248722848084	0.657159421071507	grey
TCGA-HNSC (500)	500	0.33291224742105	0.252595756036931	0.408672352488957	2.09514723619561e-14	red
TCGA-KICH (65)	65	-0.155024207138173	-0.384389450095274	0.0923673368510252	0.217551691282396	grey
TCGA-KIRC (534)	534	0.408801285344781	0.335591285636544	0.477102670355649	6.28697018661185e-23	red
TCGA-KIRP (288)	288	0.0519370787970751	-0.0640266862296747	0.166516923377409	0.379856297342498	grey
TCGA-LGG (511)	511	0.046339761161468	-0.040564095774543	0.132547786524092	0.295782229368105	grey
TCGA-LIHC (371)	371	0.039404121807999	-0.0626634364749448	0.140655967494022	0.449223775301157	grey
TCGA-LUAD (524)	524	0.468274659982481	0.398606015999225	0.532569869403521	6.46547176654802e-30	red
TCGA-LUSC (501)	501	0.359967034801657	0.281232517993468	0.433887696502875	8.98637946393141e-17	red
TCGA-MESO (86)	86	0.202901047056005	-0.00937740668946124	0.397680206129679	0.0609810737799473	grey
TCGA-OV (374)	374	0.215920988518021	0.117078001796923	0.310528229253129	2.53659820424788e-05	red
TCGA-PAAD (177)	177	0.358465844303285	0.222742509689504	0.480557487960802	9.62823751892885e-07	red
TCGA-PCPG (178)	178	0.43928868880052	0.312388222984808	0.550785665855869	8.55505786790788e-10	red
TCGA-PRAD (498)	498	0.455997658728665	0.383496559975493	0.522912770026533	6.08969048050935e-27	red
TCGA-READ (166)	166	0.394482407919235	0.257642144389269	0.515809850610184	1.44841242861024e-07	red
TCGA-SARC (259)	259	0.118941313040121	-0.00299072847107252	0.237388433607382	0.0559131506691935	grey
TCGA-SKCM (103)	103	0.207349002869116	0.0144022596574009	0.385408331179885	0.0355902885913164	red
TCGA-STAD (375)	375	0.278950743771595	0.182845001481354	0.369775760575726	3.94620471214247e-08	red
TCGA-TGCT (150)	150	0.260546921338657	0.10465534685145	0.4039416044221	0.00128125884107394	red
TCGA-THCA (502)	502	0.432675067333468	0.358743605147225	0.501211854012098	2.55441150130627e-24	red
TCGA-THYM (119)	119	0.604198806035952	0.475966037912534	0.707275909666496	3.46432777028247e-13	red
TCGA-UCEC (547)	547	0.336343356478593	0.259834525371411	0.408655796760286	6.20873951437401e-16	red
TCGA-UCS (56)	56	0.118330644120877	-0.149211743794258	0.369729200012319	0.385071023462956	grey
TCGA-UVM (80)	80	0.407266303979518	0.205981291036727	0.575486753153732	0.000177339075593651	red
Summary (9724)	9724	0.281509237669298	0.216302981118042	0.344215273604791	3.52971627277548e-16	black
