tcga	n	corr	lower.ci	upper.ci	pval	color
TCGA-ACC (79)	79	0.325962842430259	0.112996526868619	0.510294400418273	0.0033726427115077	red
TCGA-BLCA (411)	411	0.225306323329436	0.131441638749832	0.315166949924431	3.96512025845087e-06	red
TCGA-BRCA (1097)	1097	0.332118688360003	0.278403657049893	0.383762641876877	1.16900177955748e-29	red
TCGA-CESC (304)	304	0.123394990182506	0.0110561622720522	0.232657769277492	0.0314897681602774	red
TCGA-CHOL (36)	36	-0.161817662364163	-0.465600722600345	0.176078940062234	0.345744786665572	grey
TCGA-COAL (469)	469	0.47214828812767	0.39864572914273	0.539623940350587	2.05601352103162e-27	red
TCGA-DLBC (48)	48	0.0951499724933721	-0.194235974564475	0.369300481148821	0.520027120473558	grey
TCGA-ESCA (161)	161	0.215499850710829	0.0629223527449423	0.358233903749075	0.00604344730967687	red
TCGA-GBM (155)	155	0.166503818107886	0.00909429941067651	0.315861007338008	0.0383912215387729	red
TCGA-HNSC (500)	500	0.160811895773152	0.0741671908346201	0.245046907974686	0.000305740085791813	red
TCGA-KICH (65)	65	0.188195976065508	-0.0583829607512135	0.413131984977387	0.133279379304796	grey
TCGA-KIRC (534)	534	0.287195916515373	0.207399305363664	0.363195955272807	1.34130503146909e-11	red
TCGA-KIRP (288)	288	0.1890572641014	0.0751192833240363	0.298122375477739	0.00126601445991893	red
TCGA-LGG (511)	511	-0.0341294314098464	-0.120513469188583	0.0527675901195985	0.441394057392875	grey
TCGA-LIHC (371)	371	0.117351304859402	0.0157230134175387	0.216579708578789	0.0237881222401082	red
TCGA-LUAD (524)	524	0.322797797815003	0.243884015986612	0.397465072205095	3.58424089008336e-14	red
TCGA-LUSC (501)	501	0.00599342915525204	-0.0816523940219551	0.0935472651375965	0.8935471188059	grey
TCGA-MESO (86)	86	0.391176248694856	0.195504452102627	0.556895722325263	0.000196024343557345	red
TCGA-OV (374)	374	0.0779396648193094	-0.0236537873115988	0.177939804098692	0.132446156446343	grey
TCGA-PAAD (177)	177	0.24325816931295	0.0993212828523029	0.377223714364831	0.00110411478626766	red
TCGA-PCPG (178)	178	0.310284969500144	0.171004612666232	0.437407199796317	2.49711132317283e-05	red
TCGA-PRAD (498)	498	0.283660397116641	0.200798506737168	0.362492187477547	1.13990116594549e-10	red
TCGA-READ (166)	166	0.235670859026796	0.0864528153666994	0.374546973565624	0.00223836604753824	red
TCGA-SARC (259)	259	0.0256157077419092	-0.0965745065747235	0.147045276564597	0.681571877122789	grey
TCGA-SKCM (103)	103	0.41772765940716	0.243921778854407	0.565534197386344	1.1324883150945e-05	red
TCGA-STAD (375)	375	0.233528098816571	0.135460647053785	0.327064196571929	4.86553313577919e-06	red
TCGA-TGCT (150)	150	0.332192680630213	0.181599072422875	0.467562264490851	3.28085610018298e-05	red
TCGA-THCA (502)	502	0.354048295368896	0.275055231601661	0.428293316670591	2.85683734666235e-16	red
TCGA-THYM (119)	119	-0.0315762436744854	-0.210376101515505	0.149267679548027	0.733174844625252	grey
TCGA-UCEC (547)	547	0.341703986970872	0.265473466790782	0.413688598416622	1.99672367152402e-16	red
TCGA-UCS (56)	56	0.0679321809401075	-0.198513687232667	0.325027906973861	0.618859409108194	grey
TCGA-UVM (80)	80	0.60319425244419	0.442065116563601	0.726611849547136	3.19161292077676e-09	red
Summary (9724)	9724	0.226582441928221	0.172597582848143	0.279210138627265	9.30633866156505e-16	black
